"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT08"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-21","6.71"," 1814","0.00",,,"60","72","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-22","5.59"," 1816","0.00",,,"61","76","45",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-23","7.61"," 0454","0.00",,,"65","75","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-24","11.18"," 1431","0.04",,,"65","77","52",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-25","10.74"," 1635","0.00",,,"60","70","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-26","11.86"," 1430","0.01",,,"57","67","46",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-27","5.59"," 1259","0.12",,,"56","62","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-28","11.41"," 0942","1.34",,,"53","57","48",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-29","10.07"," 1136","0.24",,,"56","64","48",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-30","6.26"," 1525","0.01",,,"60","74","45",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-05-31","5.59"," 2031","0.00",,,"66","79","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-01","10.07"," 1806","0.00",,,"66","79","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-02","11.41"," 1524","0.00",,,"65","74","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-03","8.50"," 1531","0.00",,,"60","67","52",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-04","7.61"," 1856","0.00",,,"63","75","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-05","6.04"," 2013","0.00",,,"66","78","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-06","10.29"," 2332","0.14",,,"67","77","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-07","11.18"," 1522","0.00",,,"63","69","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-08","6.04"," 1723","0.00",,,"67","76","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-09","9.40"," 1628","0.00",,,"68","81","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-10","14.09"," 0307","0.00",,,"66","74","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-11","5.59"," 0944","0.00",,,"63","70","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-12","10.51"," 1757","0.00",,,"67","78","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-13","6.49"," 1605","0.00",,,"69","80","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-14","5.59"," 1442","0.00",,,"74","89","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-15","4.47"," 1455","0.00",,,"75","93","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-16","18.79"," 1346","0.00",,,"73","83","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-17","9.40"," 0718","0.00",,,"72","88","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-18","10.29"," 1516","0.00",,,"73","88","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-19","8.95"," 1431","0.00",,,"70","85","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-20","10.29"," 1947","0.00",,,"66","80","52",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-21","9.62"," 2035","0.00",,,"67","80","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-22","9.84"," 2006","0.00",,,"66","79","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-23","10.74"," 2030","0.00",,,"67","79","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-24","13.65"," 1537","0.00",,,"67","79","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-25","14.09"," 1443","0.00",,,"68","80","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-26","5.59"," 0106","0.00",,,"67","83","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-27","4.70"," 2136","0.00",,,"72","91","52",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-28","10.74"," 1959","0.00",,,"71","86","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-29","9.62"," 1904","0.00",,,"69","84","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-06-30","9.40"," 1527","0.00",,,"70","85","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-01","8.50"," 2047","0.00",,,"70","86","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-02","12.08"," 0556","0.00",,,"68","81","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-03","7.16"," 2347","0.00",,,"72","88","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-04","6.93"," 0036","0.00",,,"74","91","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-05","6.71"," 2058","0.00",,,"77","94","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-06","5.14"," 2235","0.00",,,"77","96","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-07","7.16"," 2158","0.00",,,"79","98","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-08","8.95"," 1831","0.00",,,"77","94","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-09","12.53"," 2001","0.00",,,"70","86","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-10","10.96"," 0320","0.00",,,"70","84","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-11","5.37"," 0015","0.00",,,"72","90","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-12","5.59"," 1805","0.00",,,"77","96","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-13","8.28"," 1610","0.00",,,"79","95","63",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-14","5.37"," 0319","0.00",,,"78","96","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-15","5.59"," 1329","0.00",,,"83","101","64",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-16","4.70"," 1346","0.00",,,"83","104","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-17","5.37"," 1334","0.00",,,"82","102","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-18","4.70"," 1037","0.00",,,,,,,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-19","6.49"," 1846","0.00",,,"86","105","67",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-20","10.74"," 1339","0.00",,,"75","90","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-21","10.29"," 1736","0.00",,,"72","88","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-22","8.72"," 0158","0.00",,,"72","86","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-23","10.51"," 1501","0.00",,,"74","89","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-24","8.72"," 1643","0.00",,,"74","89","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-25","5.37"," 1145","0.00",,,"79","97","61",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-26","5.37"," 1826","0.00",,,"81","99","63",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-27","6.49"," 2212","0.00",,,"83","102","63",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-28","11.86"," 1700","0.00",,,"76","92","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-29","12.75"," 1858","0.00",,,"72","86","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-30","11.18"," 1511","0.00",,,"69","79","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-07-31","4.47"," 0131","0.00",,,"71","87","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-01","4.25"," 1332","0.00",,,"80","99","61",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-02","4.92"," 1518","0.00",,,"81","100","61",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-03","3.80"," 1526","0.00",,,"85","104","66",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-04","3.58"," 1154","0.00",,,"89","108","69",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-05","6.71"," 1819","0.00",,,"94","122","66",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-06","9.40"," 2246","0.00",,,"83","99","67",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-07","9.62"," 2232","0.00",,,"76","92","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-08","9.17"," 0137","0.00",,,"72","88","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-09","4.70"," 0018","0.00",,,"73","92","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-10","4.47"," 1131","0.00",,,"78","98","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-11","4.25"," 1219","0.00",,,"81","100","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-12","6.26"," 2016","0.00",,,"85","104","65",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-13","6.71"," 1708","0.00",,,"85","102","67",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-14","8.05"," 1743","0.00",,,"82","99","64",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-15","11.18"," 1858","0.00",,,"76","91","61",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-16","9.84"," 2044","0.00",,,"73","89","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-17","12.08"," 1959","0.00",,,"71","83","58",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-18","11.86"," 0119","0.00",,,"68","80","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-19","8.50"," 1928","0.00",,,"69","83","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-20","9.62"," 1834","0.00",,,"70","83","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-21","5.14"," 1246","0.00",,,"70","88","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-22","5.14"," 2306","0.00",,,"73","92","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-23","4.70"," 1109","0.00",,,"74","92","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-24","4.70"," 2114","0.00",,,"75","95","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-25","13.20"," 1906","0.00",,,"70","83","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-26","4.70"," 0130","0.00",,,"69","88","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-27","2.91"," 1307","0.00",,,"75","95","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-28","4.25"," 2203","0.00",,,"78","99","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-29","4.47"," 2339","0.00",,,"78","99","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-30","4.92"," 1945","0.00",,,"79","99","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-08-31","3.80"," 2304","0.00",,,"81","102","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-01","5.59"," 0043","0.00",,,"83","104","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-02","5.59"," 2115","0.00",,,"84","103","64",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-03","6.93"," 1815","0.00",,,"83","101","64",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-04","10.96"," 1847","0.00",,,"83","97","68",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-05","6.49"," 1503","0.00",,,"81","91","71",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-06","3.13"," 1636","0.00",,,"83","94","71",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-07","5.37"," 1658","0.00",,,,,,,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-08","12.97"," 2330","0.04",,,"76","92","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-09","14.76"," 0458","0.00",,,"65","75","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-10","5.59"," 1344","0.00",,,"68","85","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-11","5.59"," 1956","0.00",,,"72","91","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-12","4.25"," 1611","0.00",,,"78","97","59",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-13","3.80"," 1945","0.00",,,"78","96","60",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-14","6.26"," 2314","0.00",,,"79","96","62",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-15","8.95"," 2229","0.00",,,"77","92","61",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-16","8.50"," 2318","0.00",,,"75","92","57",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-17","10.51"," 1725","0.00",,,"72","88","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-18","8.28"," 1409","0.00",,,"68","82","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-19","7.16"," 1320","0.00",,,"70","86","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-20","5.82"," 1723","0.00",,,"69","86","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-21","7.61"," 0247","0.00",,,"67","81","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-22","10.29"," 1822","0.00",,,"67","77","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-23","7.61"," 1629","0.00",,,"66","76","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-24","8.95"," 2338","0.00",,,"68","79","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-25","14.32"," 0623","0.00",,,"62","69","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-26","8.95"," 0125","0.01",,,"62","68","56",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-27","4.47"," 2115","0.15",,,"61","67","55",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-28","5.59"," 2302","0.00",,,"63","78","48",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-29","9.84"," 1728","0.01",,,"64","74","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-09-30","8.50"," 2132","0.00",,,"64","78","49",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-01","12.53"," 1407","0.00",,,"61","69","53",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-02","6.71"," 0130","0.00",,,"60","70","49",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-05",,,"0.00",,"0.0",,,,,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-06","2.91"," 1530","0.00",,,"65","82","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-07","10.07"," 1833","0.00",,,"65","80","49",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-08","6.26"," 0002","0.00",,,"66","77","54",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-09","3.58"," 1513","0.00",,,"60","75","44",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-10","7.38"," 1133","0.00",,,"60","75","44",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-11","3.13"," 1437","0.00",,,"58","76","39",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-12","5.14"," 1503","0.00",,,"60","74","46",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-13","4.03"," 0528","0.00",,,"65","78","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-14","5.37"," 1356","0.00",,,"60","75","44",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-15","17.00"," 0844","0.00",,,"62","74","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-16","19.46"," 1030","0.00",,,"64","75","52",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-17","3.58"," 2357","0.00",,,"56","74","37",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-18","5.37"," 1315","0.00",,,"60","78","42",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-19","6.26"," 1507","0.00",,,"64","87","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-20","7.61"," 1358","0.00",,,"67","87","46",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-21","4.25"," 1254","0.00",,,"65","84","46",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-22","5.14"," 1347","0.00",,,"61","78","44",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-23","5.82"," 2201","0.00",,,"60","77","42",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-24","9.40"," 1217","0.90",,,"55","61","48",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-25","11.86"," 1256","0.00",,,"60","69","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-26","5.82"," 0145","0.00",,,"59","73","45",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-27","6.71"," 1540","0.00",,,"58","69","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-28","5.37"," 0537","0.00",,,"57","63","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-29","7.16"," 1255","0.00",,,"59","70","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-30","11.41"," 1414","0.00",,,"58","73","43",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-10-31","5.37"," 2203","0.02",,,"52","68","36",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-01","4.03"," 0029","0.16",,,"51","60","42",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-02",,,"0.00",,"0.0",,,,,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-03","5.82"," 1001","0.00",,"0.0","57","66","48",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-04","3.13"," 2041","0.00",,,"57","67","46",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-05","6.71"," 1440","0.01",,,"54","67","41",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-06","9.84"," 1534","0.10",,,"48","55","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-09","8.50"," 1303","0.00",,"0.0","53","59","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-10","12.30"," 1808","0.10",,,"52","56","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-11","6.71"," 0005","0.12",,,"49","58","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-12","2.46"," 1445","0.00",,"0.0","47","59","35",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-13","2.91"," 1312","0.00",,,"50","62","38",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-14","4.47"," 1555","0.00",,,"49","62","35",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-15","6.04"," 1842","0.00",,,"55","65","45",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-16","6.49"," 2245","0.02",,,"49","56","41",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-17","10.51"," 0213","0.09",,,"52","62","41",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-18","6.49"," 1324","0.00",,,"51","62","39",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-19","5.59"," 0509","0.00",,,"51","62","39",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-20","4.70"," 2338","0.00",,,"48","62","33",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-21","11.86"," 1600","0.29",,,"56","64","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-22","6.71"," 0038","0.00",,,"56","61","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-23","16.78"," 1502","0.41",,,"55","59","50",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-24","7.61"," 0215","0.00",,,"53","58","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-25","3.80"," 0141","0.00",,,"51","61","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-26","7.61"," 1117","0.06",,,"52","64","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-27","4.25"," 2302","0.18",,,"53","54","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-28","5.82"," 1737","0.03",,,"52","59","44",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-29","16.78"," 1022","0.22",,,"52","57","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-11-30","21.03"," 0810","0.70",,,"56","60","51",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-01","4.03"," 0015","0.01",,,"49","57","40",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-02","11.63"," 2329","0.00",,,"53","59","47",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-03","11.41"," 0132","0.26",,,"47","58","36",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-04","9.17"," 2317","0.00",,,"42","50","33",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-05","12.75"," 1902","0.26",,,"40","46","34",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-06","8.05"," 0201","0.00",,,"40","48","32",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-07","3.80"," 1533","0.01",,,"38","47","28",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-08","10.96"," 2325","0.01",,,"45","48","42",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-09","10.74"," 0144","0.00",,,"47","57","37",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-10","3.13"," 1337","0.00",,,"42","52","31",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-11","2.68"," 1806","0.00",,,"42","52","32",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-12","2.46"," 0327","0.00",,,"45","56","34",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-13","7.83"," 1556","0.09",,,"47","56","38",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-14","9.84"," 1317","0.01",,,"48","57","38",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-15","3.13"," 0034","0.00",,,"47","60","34",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-16","3.36"," 2347","0.00",,,"48","62","33",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-17","0.89"," 0010","0.00",,,"48","61","34",,,,
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","1998-12-18","4.92"," 2313","0.00",,,"45","55","35",,,,
